Job started on ece-silbmark2 at Wed Sep 16 08:05:28 AM IDT 2026
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:47  9:11:08  1:20:39 49618
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:48  9:11:09  1:20:39 48781
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:49  9:11:10  1:20:39 52872
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:50  9:11:11  1:20:39 56143
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:51  9:11:12  1:20:39 56143
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:53  9:11:13  1:20:40 48636
 87 92.1G   87 80.3G    0     0  2548k      0 10:31:54  9:11:14  1:20:40 45286
 87 92.1G   87 80.3G    0     0  2547k      0 10:31:55  9:11:15  1:20:40 38717
 87 92.1G   87 80.3G    0     0  2547k      0 10:31:56  9:11:16  1:20:40 39855
 87 92.1G   87 80.3G    0     0  2547k      0 10:31:57  9:11:18  1:20:39 38080
 87 92.1G   87 80.3G    0     0  2547k      0 10:31:58  9:11:18  1:20:40 38679
 87 92.1G   87 80.3G    0     0  2547k      0 10:31:59  9:11:19  1:20:40 39977
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:00  9:11:20  1:20:40 39993
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:02  9:11:21  1:20:41 35851
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:03  9:11:22  1:20:41 30630
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:04  9:11:23  1:20:41 30044
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:05  9:11:24  1:20:41 29544
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:06  9:11:25  1:20:41 26177
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:07  9:11:26  1:20:41 26177
 87 92.1G   87 80.3G    0     0  2547k      0 10:32:08  9:11:27  1:20:41 26001
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:10  9:11:28  1:20:42 26543
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:11  9:11:30  1:20:41 25372
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:12  9:11:30  1:20:42 28969
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:13  9:11:31  1:20:42 35540
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:14  9:11:32  1:20:42 39157
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:15  9:11:33  1:20:42 42026
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:16  9:11:34  1:20:42 43308
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:17  9:11:35  1:20:42 46536
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:19  9:11:36  1:20:43 43028
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:20  9:11:37  1:20:43 42950
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:21  9:11:38  1:20:43 42924
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:22  9:11:39  1:20:43 46422
 87 92.1G   87 80.3G    0     0  2546k      0 10:32:23  9:11:40  1:20:43 45930
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:24  9:11:41  1:20:43 52523
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:25  9:11:42  1:20:43 55649
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:26  9:11:43  1:20:43 55985
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:28  9:11:44  1:20:44 58549
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:29  9:11:46  1:20:43 57668
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:30  9:11:46  1:20:44 52883
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:31  9:11:47  1:20:44 51441
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:32  9:11:48  1:20:44 54624
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:34  9:11:50  1:20:44 59339
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:34  9:11:50  1:20:44 63558
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:35  9:11:51  1:20:44 61801
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:37  9:11:52  1:20:45 63297
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:38  9:11:53  1:20:45 59759
 87 92.1G   87 80.3G    0     0  2545k      0 10:32:39  9:11:54  1:20:45 48803
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:40  9:11:55  1:20:45 49648
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:41  9:11:56  1:20:45 51623
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:42  9:11:57  1:20:45 55252
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:44  9:11:59  1:20:45 52761
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:44  9:11:59  1:20:45 55683
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:46  9:12:01  1:20:45 53429
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:47  9:12:01  1:20:46 53205
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:48  9:12:02  1:20:46 49860
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:49  9:12:03  1:20:46 57702
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:50  9:12:04  1:20:46 61448
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:51  9:12:05  1:20:46 60569
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:52  9:12:06  1:20:46 62371
 87 92.1G   87 80.3G    0     0  2544k      0 10:32:53  9:12:07  1:20:46 68361
 87 92.1G   87 80.3G    0     0  2543k      0 10:32:55  9:12:08  1:20:47 63685
 87 92.1G   87 80.3G    0     0  2543k      0 10:32:56  9:12:09  1:20:47 66818
 87 92.1G   87 80.3G    0     0  2543k      0 10:32:57  9:12:10  1:20:47 66466
 87 92.1G   87 80.3G    0     0  2543k      0 10:32:58  9:12:11  1:20:47 63975
 87 92.1G   87 80.3G    0     0  2543k      0 10:32:59  9:12:12  1:20:47 56234
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:00  9:12:13  1:20:47 52533
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:01  9:12:14  1:20:47 45411
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:02  9:12:15  1:20:47 45358
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:04  9:12:17  1:20:47 44469
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:05  9:12:17  1:20:48 45930
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:06  9:12:18  1:20:48 48732
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:07  9:12:19  1:20:48 52872
 87 92.1G   87 80.3G    0     0  2543k      0 10:33:08  9:12:20  1:20:48 53151
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:09  9:12:21  1:20:48 55787
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:10  9:12:22  1:20:48 55527
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:12  9:12:24  1:20:48 56692
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:13  9:12:24  1:20:49 47646
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:14  9:12:26  1:20:48 47352
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:15  9:12:26  1:20:49 45994
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:16  9:12:27  1:20:49 42623
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:17  9:12:28  1:20:49 41434
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:18  9:12:29  1:20:49 50640
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:19  9:12:31  1:20:48 45756
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:21  9:12:31  1:20:50 41285
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:22  9:12:33  1:20:49 36127
 87 92.1G   87 80.3G    0     0  2542k      0 10:33:23  9:12:34  1:20:49 31604
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:24  9:12:35  1:20:49 22149
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:25  9:12:36  1:20:49 18763
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:26  9:12:37  1:20:49 16270
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:27  9:12:38  1:20:49 17242
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:29  9:12:39  1:20:50 19586
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:29  9:12:39  1:20:50 20395
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:31  9:12:40  1:20:51 25106
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:32  9:12:41  1:20:51 30516
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:33  9:12:42  1:20:51 37328
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:34  9:12:43  1:20:51 40883
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:35  9:12:44  1:20:51 49083
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:36  9:12:45  1:20:51 52649
 87 92.1G   87 80.3G    0     0  2541k      0 10:33:37  9:12:46  1:20:51 49418
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:39  9:12:48  1:20:51 50209
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:40  9:12:48  1:20:52 46124
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:41  9:12:49  1:20:52 39479
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:42  9:12:50  1:20:52 32360
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:43  9:12:51  1:20:52 29187
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:44  9:12:52  1:20:52 20484
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:45  9:12:53  1:20:52 25939
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:47  9:12:55  1:20:52 30802
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:48  9:12:55  1:20:53 42521
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:49  9:12:57  1:20:52 49799
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:50  9:12:58  1:20:52 59193
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:51  9:12:58  1:20:53 57690
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:52  9:12:59  1:20:53 59236
 87 92.1G   87 80.3G    0     0  2540k      0 10:33:53  9:13:00  1:20:53 51441
 87 92.1G   87 80.3G    0     0  2539k      0 10:33:54  9:13:01  1:20:53 47687
 87 92.1G   87 80.3G    0     0  2539k      0 10:33:55  9:13:02  1:20:53 38337
 87 92.1G   87 80.3G    0     0  2539k      0 10:33:57  9:13:03  1:20:54 39936
 87 92.1G   87 80.3G    0     0  2539k      0 10:33:58  9:13:04  1:20:54 35512
 87 92.1G   87 80.3G    0     0  2539k      0 10:33:59  9:13:05  1:20:54 33307
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:00  9:13:06  1:20:54 36690
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:01  9:13:07  1:20:54 42394
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:02  9:13:08  1:20:54 43194
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:03  9:13:09  1:20:54 53444
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:04  9:13:10  1:20:54 56166
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:06  9:13:11  1:20:55 55694
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:07  9:13:12  1:20:55 56030
 87 92.1G   87 80.3G    0     0  2539k      0 10:34:08  9:13:13  1:20:55 55219
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:09  9:13:14  1:20:55 45884
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:10  9:13:15  1:20:55 42881
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:11  9:13:16  1:20:55 39463
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:13  9:13:18  1:20:55 34263
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:13  9:13:18  1:20:55 32735
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:15  9:13:19  1:20:56 29503
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:16  9:13:20  1:20:56 29544
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:17  9:13:21  1:20:56 28862
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:18  9:13:22  1:20:56 27605
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:19  9:13:23  1:20:56 26479
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:20  9:13:24  1:20:56 32239
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:21  9:13:25  1:20:56 38932
 87 92.1G   87 80.3G    0     0  2538k      0 10:34:22  9:13:26  1:20:56 43458
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:24  9:13:28  1:20:56 47143
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:25  9:13:28  1:20:57 52439
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:26  9:13:30  1:20:56 57712
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:27  9:13:30  1:20:57 52607
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:28  9:13:31  1:20:57 55066
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:29  9:13:33  1:20:56 55750
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:30  9:13:33  1:20:57 55001
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:32  9:13:34  1:20:58 46697
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:33  9:13:35  1:20:58 48197
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:34  9:13:36  1:20:58 39543
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:35  9:13:37  1:20:58 37445
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:36  9:13:38  1:20:58 33186
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:37  9:13:39  1:20:58 36616
 87 92.1G   87 80.3G    0     0  2537k      0 10:34:38  9:13:41  1:20:57 35659
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:39  9:13:41  1:20:58 45126
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:41  9:13:42  1:20:59 51715
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:42  9:13:43  1:20:59 61363
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:43  9:13:44  1:20:59 68266
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:44  9:13:45  1:20:59 77890
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:45  9:13:46  1:20:59 79566
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:46  9:13:48  1:20:58 77722
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:47  9:13:48  1:20:59 72656
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:49  9:13:50  1:20:59 63307
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:49  9:13:50  1:20:59 51899
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:51  9:13:51  1:21:00 42101
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:52  9:13:52  1:21:00 31194
 87 92.1G   87 80.3G    0     0  2536k      0 10:34:53  9:13:53  1:21:00 32754
 87 92.1G   87 80.3G    0     0  2535k      0 10:34:54  9:13:54  1:21:00 34333
 87 92.1G   87 80.3G    0     0  2535k      0 10:34:55  9:13:55  1:21:00 39952
 87 92.1G   87 80.3G    0     0  2535k      0 10:34:56  9:13:56  1:21:00 43574
 87 92.1G   87 80.3G    0     0  2535k      0 10:34:57  9:13:58  1:20:59 51552
 87 92.1G   87 80.3G    0     0  2535k      0 10:34:59  9:13:58  1:21:01 48150
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:00  9:13:59  1:21:01 49260
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:01  9:14:00  1:21:01 48752
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:02  9:14:01  1:21:01 51643
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:03  9:14:02  1:21:01 50206
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:04  9:14:03  1:21:01 50237
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:05  9:14:04  1:21:01 45719
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:06  9:14:05  1:21:01 45646
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:07  9:14:06  1:21:01 39855
 87 92.1G   87 80.3G    0     0  2535k      0 10:35:09  9:14:07  1:21:02 39550
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:10  9:14:08  1:21:02 42743
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:11  9:14:09  1:21:02 48946
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:12  9:14:10  1:21:02 52554
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:13  9:14:11  1:21:02 55839
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:14  9:14:12  1:21:02 57645
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:15  9:14:13  1:21:02 54485
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:17  9:14:14  1:21:03 48349
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:18  9:14:15  1:21:03 42319
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:19  9:14:16  1:21:03 42378
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:20  9:14:17  1:21:03 37159
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:21  9:14:19  1:21:02 45117
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:22  9:14:19  1:21:03 50401
 87 92.1G   87 80.3G    0     0  2534k      0 10:35:23  9:14:20  1:21:03 56715
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:24  9:14:21  1:21:03 54893
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:26  9:14:22  1:21:04 57973
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:27  9:14:23  1:21:04 54039
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:28  9:14:25  1:21:03 50402
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:29  9:14:25  1:21:04 41714
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:30  9:14:26  1:21:04 40197
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:31  9:14:27  1:21:04 39566
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:32  9:14:28  1:21:04 43046
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:34  9:14:30  1:21:04 41527
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:35  9:14:31  1:21:04 47776
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:36  9:14:31  1:21:05 45747
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:37  9:14:32  1:21:05 46413
 87 92.1G   87 80.3G    0     0  2533k      0 10:35:38  9:14:33  1:21:05 41373
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:39  9:14:34  1:21:05 40866
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:40  9:14:35  1:21:05 40329
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:41  9:14:36  1:21:05 42310
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:42  9:14:37  1:21:05 42403
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:43  9:14:38  1:21:05 47440
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:45  9:14:40  1:21:05 48263
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:46  9:14:40  1:21:06 50329
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:47  9:14:41  1:21:06 52261
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:48  9:14:42  1:21:06 48150
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:49  9:14:43  1:21:06 45259
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:50  9:14:44  1:21:06 44718
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:51  9:14:45  1:21:06 38863
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:52  9:14:46  1:21:06 39799
 87 92.1G   87 80.3G    0     0  2532k      0 10:35:54  9:14:47  1:21:07 43212
 87 92.1G   87 80.3G    0     0  2531k      0 10:35:55  9:14:48  1:21:07 45875
 87 92.1G   87 80.3G    0     0  2531k      0 10:35:56  9:14:49  1:21:07 44861
 87 92.1G   87 80.3G    0     0  2531k      0 10:35:57  9:14:51  1:21:06 49667
 87 92.1G   87 80.3G    0     0  2531k      0 10:35:58  9:14:51  1:21:07 45646
 87 92.1G   87 80.3G    0     0  2531k      0 10:35:59  9:14:52  1:21:07 46394
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:00  9:14:53  1:21:07 43063
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:01  9:14:54  1:21:07 46811
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:03  9:14:56  1:21:07 40239
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:04  9:14:56  1:21:08 41648
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:05  9:14:58  1:21:07 36134
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:06  9:14:58  1:21:08 31813
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:07  9:14:59  1:21:08 25500
 87 92.1G   87 80.3G    0     0  2531k      0 10:36:08  9:15:00  1:21:08 30129
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:09  9:15:01  1:21:08 30001
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:11  9:15:02  1:21:09 35866
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:12  9:15:04  1:21:08 45313
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:13  9:15:05  1:21:08 61411
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:14  9:15:05  1:21:09 76873
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:15  9:15:07  1:21:08 92408
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:16  9:15:07  1:21:09 96546
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:18  9:15:09  1:21:09 98032
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:18  9:15:09  1:21:09 90947
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:19  9:15:10  1:21:09 77161
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:21  9:15:11  1:21:10 60066
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:22  9:15:12  1:21:10 56234
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:23  9:15:13  1:21:10 49285
 87 92.1G   87 80.3G    0     0  2530k      0 10:36:24  9:15:14  1:21:10 43107
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:25  9:15:15  1:21:10 40239
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:26  9:15:16  1:21:10 39196
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:27  9:15:18  1:21:09 31918
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:29  9:15:19  1:21:10 25313
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:30  9:15:19  1:21:11 25530
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:31  9:15:20  1:21:11 22338
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:32  9:15:21  1:21:11 19408
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:33  9:15:22  1:21:11 20090
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:34  9:15:23  1:21:11 23744
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:35  9:15:24  1:21:11 26705
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:36  9:15:25  1:21:11 26700
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:38  9:15:26  1:21:12 29819
 87 92.1G   87 80.3G    0     0  2529k      0 10:36:39  9:15:27  1:21:12 30074
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:40  9:15:28  1:21:12 32952
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:41  9:15:29  1:21:12 36291
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:42  9:15:30  1:21:12 32669
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:43  9:15:31  1:21:12 32398
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:44  9:15:32  1:21:12 35200
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:46  9:15:33  1:21:13 29176
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:47  9:15:34  1:21:13 29164
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:48  9:15:35  1:21:13 32781
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:49  9:15:36  1:21:13 36623
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:50  9:15:37  1:21:13 39993
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:51  9:15:38  1:21:13 49961
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:52  9:15:39  1:21:13 49890
 87 92.1G   87 80.3G    0     0  2528k      0 10:36:53  9:15:40  1:21:13 49628
 87 92.1G   87 80.3G    0     0  2527k      0 10:36:54  9:15:41  1:21:13 46161
 87 92.1G   87 80.3G    0     0  2527k      0 10:36:56  9:15:42  1:21:14 42855
 87 92.1G   87 80.3G    0     0  2527k      0 10:36:57  9:15:44  1:21:13 34745
 87 92.1G   87 80.3G    0     0  2527k      0 10:36:58  9:15:44  1:21:14 36153
 87 92.1G   87 80.3G    0     0  2527k      0 10:36:59  9:15:46  1:21:13 33276
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:00  9:15:47  1:21:13 34334
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:01  9:15:47  1:21:14 36109
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:02  9:15:48  1:21:14 36690
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:04  9:15:49  1:21:15 35022
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:05  9:15:51  1:21:14 37136
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:06  9:15:51  1:21:15 40942
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:07  9:15:53  1:21:14 40217
 87 92.1G   87 80.3G    0     0  2527k      0 10:37:08  9:15:53  1:21:15 43672
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:09  9:15:55  1:21:14 42260
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:10  9:15:55  1:21:15 48565
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:12  9:15:56  1:21:16 45215
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:13  9:15:57  1:21:16 48147
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:14  9:15:58  1:21:16 45646
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:15  9:15:59  1:21:16 44216
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:16  9:16:00  1:21:16 39094
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:17  9:16:01  1:21:16 37037
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:18  9:16:02  1:21:16 29627
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:19  9:16:03  1:21:16 32669
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:20  9:16:04  1:21:16 32754
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:22  9:16:06  1:21:16 31519
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:23  9:16:06  1:21:17 35972
 87 92.1G   87 80.3G    0     0  2526k      0 10:37:24  9:16:07  1:21:17 39598
 87 92.1G   87 80.3G    0     0  2525k      0 10:37:25  9:16:08  1:21:17 39455
 87 92.1G   87 80.3G    0     0  2525k      0 10:37:26  9:16:09  1:21:17 39133
 87 92.1G   87 80.3G    0     0  2525k      0 10:37:27  9:16:10  1:21:17 44465
